netCodes	staCodes	stlas	stlos	startDate	endDate	numDays	gapDays	netFlag	staFlag
XB	CM26	7.265	13.548	16-Jan-2005 00:00:00	09-Jan-2007 23:59:59	696	28	2	3
XB	CM18	5.723	9.355	13-Jan-2005 00:00:00	16-Dec-2006 23:59:59	693	10	2	3
XB	CM06	2.385	11.268	19-Jan-2005 00:00:00	06-Jan-2007 23:59:59	607	111	2	3
XB	PM20	33.9064	-5.0329	06-Apr-2010 00:00:00	06-Nov-2012 23:59:59	605	341	2	3
XB	PM38	34.8385	-2.8737	22-Oct-2010 00:00:00	29-Oct-2012 23:59:59	588	151	2	3
XB	CM07	3.87	11.456	10-Jan-2005 00:00:00	19-Jan-2007 23:59:59	581	159	2	3
XB	PM40	34.9075	-2.2104	23-Oct-2010 00:00:00	29-Oct-2012 23:59:59	570	168	2	3
XB	CM32	10.619	14.372	21-Jan-2005 00:00:00	16-Jan-2007 23:59:59	562	164	2	3
XB	PM09	35.0273	-5.1145	02-Apr-2010 00:00:00	31-Oct-2012 23:59:59	561	383	2	3
XB	CM29	9.347	13.385	19-Jan-2005 00:00:00	14-Jan-2007 23:59:59	533	193	2	3
XB	PM22	33.2947	-5.1071	24-Oct-2009 00:00:00	08-Mar-2011 23:59:59	495	6	2	3
XB	CM24	6.523	14.288	17-Jan-2005 00:00:00	15-Nov-2006 23:59:59	371	297	2	3
XB	CM12	4.481	11.634	25-Jan-2006 00:00:00	30-Jan-2007 23:59:59	369	2	2	3
XB	CM17	5.546	12.312	24-Jan-2006 00:00:00	29-Jan-2007 23:59:59	369	2	2	3
XB	CM15	5.034	9.933	13-Jan-2006 00:00:00	13-Jan-2007 23:59:59	363	3	2	3
XB	CM22	6.477	13.268	15-Jan-2006 00:00:00	11-Jan-2007 23:59:59	360	2	2	3
XB	CM21	6.467	12.62	16-Jan-2006 00:00:00	11-Jan-2007 23:59:59	359	2	2	3
XB	CM14	4.422	14.358	17-Jan-2006 00:00:00	09-Jan-2007 23:59:59	356	2	2	3
XB	CM30	9.757	13.95	24-Jan-2006 00:00:00	15-Jan-2007 23:59:59	355	2	2	3
XB	CM11	3.98	13.188	21-Jan-2006 00:00:00	11-Jan-2007 23:59:59	354	2	2	3
XB	CM19	5.975	11.232	27-Jan-2006 00:00:00	18-Jan-2007 23:59:59	354	3	2	3
XB	CM23	6.37	10.793	28-Jan-2006 00:00:00	17-Jan-2007 23:59:59	353	2	2	3
XB	CM31	10.327	15.262	26-Jan-2006 00:00:00	16-Jan-2007 23:59:59	353	3	2	3
XB	CM16	5.48	10.572	29-Jan-2006 00:00:00	14-Jan-2007 23:59:59	347	4	2	3
XB	PM33A	31.414	-4.2897	13-Jun-2012 00:00:00	24-May-2013 23:59:59	346	0	2	3
XB	PM30A	31.823	-4.2715	12-Jun-2012 00:00:00	24-May-2013 23:59:59	342	5	2	3
XB	CM10	4.223	10.619	28-Jan-2006 00:00:00	03-Jan-2007 23:59:59	339	2	2	3
XB	CM20	6.225	10.054	21-Jan-2006 00:00:00	17-Jan-2007 23:59:59	331	31	2	3
XB	CM25	6.76	11.811	18-Jan-2006 00:00:00	11-Jan-2007 23:59:59	302	57	2	3
XB	CM13	4.588	9.462	12-Jan-2006 00:00:00	23-Oct-2006 23:59:59	281	4	2	3
XB	CM03	3.519	15.034	18-Jan-2006 00:00:00	13-Nov-2006 23:59:59	265	35	2	3
XB	CM28	8.469	13.237	21-Jan-2006 00:00:00	14-Jan-2007 23:59:59	238	121	2	3
XB	CM04	2.979	11.959	11-Jan-2006 00:00:00	06-Jan-2007 23:59:59	237	124	2	3
XB	CM08	3.909	9.863	14-Jan-2006 00:00:00	11-Jan-2007 23:59:59	209	154	2	3
XB	CM02	2.698	13.289	12-Jan-2006 00:00:00	18-Nov-2006 23:59:59	201	110	2	3
XB	PM31	32.7063	-4.7195	20-Mar-2010 00:00:00	17-Aug-2010 23:59:59	142	9	2	3
XB	CM27	7.359	12.667	19-Jan-2006 00:00:00	09-Nov-2006 23:59:59	82	213	2	3
2H	ABAE	13.3535	39.76355	19-Oct-2009 00:00:00	16-Feb-2013 23:59:59	1174	43	2	2
2H	KOZE	12.49478	40.98489	16-Oct-2009 00:00:00	11-Nov-2012 23:59:59	1106	17	2	2
2H	AFME	13.20396	40.858479	22-Oct-2009 00:00:00	12-Nov-2012 23:59:59	1047	71	2	2
2H	ERTE	13.4463	40.496899	20-Oct-2009 00:00:00	19-Feb-2013 23:59:59	760	459	2	2
2H	IGRE	12.25259	40.461231	12-Oct-2009 00:00:00	11-Oct-2012 23:59:59	740	356	2	2
2H	DALE	14.22897	40.217831	27-Feb-2011 00:00:00	18-Feb-2013 23:59:59	692	31	2	3
2H	SAHE	12.04015	40.976952	23-Feb-2010 00:00:00	21-Jan-2012 23:59:59	689	9	2	3
2H	GALE	13.72514	40.394009	26-Feb-2011 00:00:00	11-Feb-2013 23:59:59	664	53	2	3
2H	HALE	13.84221	40.007721	28-Feb-2011 00:00:00	16-Feb-2013 23:59:59	664	56	2	3
2H	TRUE	12.48125	40.314812	12-Oct-2009 00:00:00	07-Sep-2011 23:59:59	648	48	2	3
2H	HITE	13.10124	40.31691	23-Feb-2011 00:00:00	30-Jan-2013 23:59:59	553	155	2	3
2H	AHME	14.08887	40.2784	17-Sep-2011 00:00:00	17-Feb-2013 23:59:59	488	32	2	3
2H	LULE	11.98922	40.703701	17-Oct-2009 00:00:00	19-Feb-2011 23:59:59	487	4	2	3
2H	SEME	11.79258	41.00433	22-Oct-2009 00:00:00	17-Feb-2011 23:59:59	475	9	2	3
2H	GULE	13.69449	39.588539	26-Nov-2011 00:00:00	17-Feb-2013 23:59:59	448	2	2	3
2H	ASYE	11.5607	41.4422	10-Oct-2009 00:00:00	01-Feb-2011 23:59:59	441	39	2	3
2H	MAYE	12.7832	39.534302	08-Oct-2009 00:00:00	23-Nov-2010 23:59:59	406	6	2	3
2H	FINE	12.06812	40.315971	11-Oct-2009 00:00:00	17-Nov-2010 23:59:59	400	3	2	3
2H	GPSE	13.48817	40.528332	25-Oct-2011 00:00:00	19-Feb-2013 23:59:59	311	173	2	3
2H	BIME	12.84183	40.98386	23-Feb-2011 00:00:00	18-Aug-2011 23:59:59	132	45	2	3
2H	BTIE	11.1949	40.021801	13-Oct-2009 00:00:00	18-Feb-2010 23:59:59	127	2	2	3
2H	DAME	11.68684	40.96249	16-Dec-2010 00:00:00	27-Jan-2011 23:59:59	43	0	2	3
2H	LAVE	13.60449	40.65789	31-Dec--0001 00:00:00	31-Dec--0001 00:00:00	0	0	2	3
8A	OTJO	-20.018	15.9799	04-May-2015 00:00:00	03-Jun-2018 23:59:59	1118	9	2	2
8A	BAHE	-21.3521	15.4405	08-May-2015 00:00:00	04-Jun-2018 23:59:59	1114	10	2	2
8A	GAMM	-20.2505	20.8253	05-May-2015 00:00:00	28-May-2018 23:59:59	1111	9	2	2
8A	HOCH	-21.4902	17.8531	04-May-2015 00:00:00	27-May-2018 23:59:59	1110	10	2	2
8A	KANO	-19.1949	19.4398	07-May-2015 00:00:00	28-May-2018 23:59:59	955	163	2	2
8A	HAO	-17.8869	15.0599	03-May-2015 00:00:00	16-Nov-2017 23:59:59	842	87	2	2
8A	WEWE	-21.209	16.8091	07-May-2015 00:00:00	01-Sep-2017 23:59:59	819	30	2	2
8A	NEPA	-17.7703	18.4597	02-May-2015 00:00:00	28-Jul-2017 23:59:59	744	75	2	2
8A	OMUT	-18.4093	16.6364	08-May-2015 00:00:00	25-Oct-2017 23:59:59	729	173	2	3
8A	OKAM	-20.4073	18.2187	03-May-2015 00:00:00	26-Jul-2017 23:59:59	653	163	2	3
8A	KETS	-26.841192	17.9436	19-Jun-2017 00:00:00	25-May-2018 23:59:59	339	2	2	3
8A	AIAI	-27.915555	17.491323	19-Jun-2017 00:00:00	24-May-2018 23:59:59	338	2	2	3
8A	HELM	-25.880621	16.828016	20-Jun-2017 00:00:00	23-May-2018 23:59:59	336	2	2	3
8A	MARI	-24.598499	17.931368	22-Jun-2017 00:00:00	25-May-2018 23:59:59	335	3	2	3
8A	SOLI	-23.861238	16.039537	22-Jun-2017 00:00:00	23-May-2018 23:59:59	331	5	2	3
8A	ARON	-24.135472	19.11996	24-Jun-2017 00:00:00	21-May-2018 23:59:59	330	2	2	3
8A	WAND	-24.649983	19.743596	24-Jun-2017 00:00:00	21-May-2018 23:59:59	324	8	2	3
8A	AROB	-26.798342	19.647346	19-Jun-2017 00:00:00	25-May-2018 23:59:59	220	121	2	3
8A	MALT	-24.846022	16.996233	21-Jun-2017 00:00:00	05-Jun-2018 23:59:59	209	141	2	3
ZE	TRUE	12.4841	40.3161	14-Mar-2007 00:00:00	10-Oct-2009 23:59:59	934	8	2	2
ZE	DIGE	12.3279	40.2734	15-Mar-2007 00:00:00	10-Oct-2009 23:59:59	932	9	2	2
ZE	FINE	12.0681	40.316	15-Mar-2007 00:00:00	09-Oct-2009 23:59:59	930	10	2	2
ZE	SEME	11.7926	41.0044	12-Mar-2007 00:00:00	07-Oct-2009 23:59:59	929	12	2	2
ZE	CHIE	11.5979	40.0188	20-Mar-2007 00:00:00	11-Oct-2009 23:59:59	927	10	2	2
ZE	MILE	11.4238	40.765	19-Mar-2007 00:00:00	05-Oct-2009 23:59:59	921	11	2	2
ZE	AFME	13.204	40.8585	13-Mar-2007 00:00:00	22-Aug-2009 23:59:59	884	10	2	2
ZE	SILE	12.407	41.1879	15-Mar-2007 00:00:00	06-Oct-2009 23:59:59	799	138	2	2
ZE	SEHE	12.0401	40.9769	28-Oct-2007 00:00:00	07-Oct-2009 23:59:59	705	6	2	3
ZE	HARE	11.6072	40.884	16-Mar-2007 00:00:00	05-Oct-2009 23:59:59	695	240	2	3
ZE	BREE	12.1704	41.1883	15-Mar-2008 00:00:00	06-Oct-2009 23:59:59	563	8	2	3
ZE	RODE	12.8415	40.9826	16-May-2008 00:00:00	17-Oct-2009 23:59:59	515	5	2	3
ZE	AWEE	12.0673	40.0719	12-Mar-2008 00:00:00	11-Oct-2009 23:59:59	479	100	2	3
ZE	BARE	12.6443	40.3556	14-Mar-2007 00:00:00	06-Nov-2008 23:59:59	376	228	2	3
ZE	DAME	11.6868	40.9625	08-Mar-2008 00:00:00	06-Oct-2009 23:59:59	358	220	2	3
ZE	BERE	12.1707	41.1886	16-Mar-2007 00:00:00	17-Aug-2007 23:59:59	146	9	2	3
ZE	MEGE	11.4906	41.3381	18-Mar-2007 00:00:00	12-Apr-2007 23:59:59	26	0	2	3
ZE	ALEE	12.4106	40.5982	28-Jan-2008 00:00:00	04-Feb-2008 23:59:59	8	0	2	3
ZE	SULE	12.7351	41.1396	14-Mar-2007 00:00:00	15-Mar-2007 23:59:59	2	0	2	3
ZT	NYLS	-24.659246	28.703229	02-Dec-2015 00:00:00	21-Oct-2018 23:59:59	916	139	2	2
ZT	LESE	-24.415185	29.744509	09-Jul-2015 00:00:00	20-Oct-2018 23:59:59	860	340	2	2
ZT	MARK	-23.589013	28.391223	12-Dec-2015 00:00:00	21-Oct-2018 23:59:59	836	209	2	2
ZT	MARA	-24.461632	27.575478	05-Oct-2016 00:00:00	14-Sep-2018 23:59:59	439	271	2	3
ZT	NYAT	-25.36745	27.5669	31-Mar-2017 00:00:00	21-Oct-2018 23:59:59	439	131	2	3
ZT	VERL	-24.789976	28.378838	13-Aug-2016 00:00:00	12-Mar-2018 23:59:59	426	151	2	3
ZT	MRCO	-25.47234	26.400268	01-Apr-2017 00:00:00	21-Oct-2018 23:59:59	424	145	2	3
ZT	HOED	-24.41274	30.93244	14-Mar-2017 00:00:00	21-Oct-2018 23:59:59	414	173	2	3
ZT	NHAM	-24.91566	27.31703	26-Mar-2017 00:00:00	21-Oct-2018 23:59:59	397	178	2	3
ZT	MPHEP	-22.90655	30.17492	10-Jun-2017 00:00:00	21-Oct-2018 23:59:59	392	107	2	3
ZT	DULL	-25.36478	30.17588	19-May-2017 00:00:00	21-Oct-2018 23:59:59	390	131	2	3
ZT	SCHUN	-24.825484	29.361029	23-Jul-2017 00:00:00	21-Oct-2018 23:59:59	367	89	2	3
ZT	SHUDU	-24.37585	28.15278	20-Jun-2017 00:00:00	15-Oct-2018 23:59:59	362	121	2	3
ZT	WTBG	-24.2119	28.88291	03-May-2017 00:00:00	21-Oct-2018 23:59:59	360	177	2	3
ZT	RUST	-25.23919	28.52397	14-May-2017 00:00:00	21-Oct-2018 23:59:59	351	175	2	3
ZT	TZAN	-23.928297	30.173907	14-Jul-2017 00:00:00	21-Oct-2018 23:59:59	350	115	2	3
ZT	CRAIL	-22.80259	28.24304	03-Jun-2017 00:00:00	21-Oct-2018 23:59:59	303	203	2	3
ZT	WALT	-26.090527	27.84521	08-Jul-2017 00:00:00	02-Oct-2018 23:59:59	285	167	2	3
ZT	MTLB	-23.81433	27.05694	24-May-2017 00:00:00	20-Oct-2018 23:59:59	259	256	2	3
ZT	PUMBA	-23.700916	29.527368	23-Jul-2017 00:00:00	15-Aug-2018 23:59:59	217	172	2	3
ZT	TSWA	-25.42153	28.07967	22-Jun-2017 00:00:00	19-Oct-2018 23:59:59	183	302	2	3
ZT	KEIT	-23.399585	28.875164	15-Jul-2017 00:00:00	02-Oct-2018 23:59:59	172	273	2	3
ZT	VOET	-25.456695	29.438377	23-Jul-2017 00:00:00	01-Nov-2017 23:59:59	51	51	2	3
ZP	KGMA	-4.878	29.633	26-Aug-2007 00:00:00	12-Jul-2010 23:59:59	866	186	2	2
ZP	MAUS	-2.741	36.704	03-Sep-2007 00:00:00	01-Jul-2010 23:59:59	865	168	2	2
ZP	PNDA	-6.3519	31.0613	17-Dec-2008 00:00:00	13-Jul-2010 23:59:59	531	43	2	3
ZP	MIKU	-7.4035	36.9902	24-Jan-2009 00:00:00	09-Jul-2010 23:59:59	507	25	2	3
ZP	MAKA	-8.8465	34.8302	31-Jan-2009 00:00:00	20-Jul-2010 23:59:59	503	33	2	3
ZP	NAMA	-7.5094	31.0414	17-Dec-2008 00:00:00	10-Jul-2010 23:59:59	500	71	2	3
ZP	SONG	-10.6738	35.6507	21-Jan-2009 00:00:00	21-Jul-2010 23:59:59	499	48	2	3
ZP	TUND	-9.2958	32.7712	19-Dec-2008 00:00:00	05-Jun-2010 23:59:59	496	38	2	3
ZP	BKBA	-1.364	31.812	15-Aug-2007 00:00:00	05-Dec-2008 23:59:59	471	8	2	3
ZP	PIGI	0.231	32.319	14-Jul-2007 00:00:00	28-Nov-2008 23:59:59	471	33	2	3
ZP	MLBA	-1.838	31.67	13-Aug-2007 00:00:00	04-Dec-2008 23:59:59	470	10	2	3
ZP	KIBO	-3.583	30.713	18-Aug-2007 00:00:00	03-Dec-2008 23:59:59	465	9	2	3
ZP	MAFI	-8.3057	35.3132	25-Jan-2009 00:00:00	23-Jul-2010 23:59:59	458	87	2	3
ZP	SULU	-4.573	30.087	23-Aug-2007 00:00:00	30-Nov-2008 23:59:59	454	12	2	3
ZP	NJOM	-9.3665	34.7911	21-Dec-2008 00:00:00	20-Jul-2010 23:59:59	453	124	2	3
ZP	MKRE	-4.282	30.424	22-Aug-2007 00:00:00	02-Dec-2008 23:59:59	449	20	2	3
ZP	WINO	-9.7576	35.3001	20-Jan-2009 00:00:00	21-Jul-2010 23:59:59	449	99	2	3
ZP	FOPO	0.663	30.282	03-Sep-2007 00:00:00	29-Nov-2008 23:59:59	448	6	2	3
ZP	ROTI	1.626	33.6	28-Aug-2007 00:00:00	23-Nov-2008 23:59:59	448	6	2	3
ZP	BEND	0.581	31.392	01-Sep-2007 00:00:00	26-Nov-2008 23:59:59	444	9	2	3
ZP	BUTI	1.819	31.326	31-Aug-2007 00:00:00	22-Nov-2008 23:59:59	444	6	2	3
ZP	JNJA	0.446	33.182	26-Aug-2007 00:00:00	17-Nov-2008 23:59:59	444	6	2	3
ZP	LOSS	-8.4166	33.1575	30-Jan-2009 00:00:00	23-Jul-2010 23:59:59	439	101	2	3
ZP	UVZA	-5.1049	30.3934	16-Dec-2008 00:00:00	11-Jul-2010 23:59:59	438	135	2	3
ZP	LAEL	-8.566	32.0591	14-Jan-2009 00:00:00	09-Jul-2010 23:59:59	412	130	2	3
ZP	MALE	1.07	34.167	28-Aug-2007 00:00:00	19-Oct-2008 23:59:59	410	9	2	3
ZP	SUMB	-7.9531	31.6195	15-Jan-2009 00:00:00	13-Jul-2010 23:59:59	400	145	2	3
ZP	MGOR	-6.8279	37.6696	24-Jan-2009 00:00:00	09-Jul-2010 23:59:59	398	134	2	3
ZP	MANS	-11.14	28.8749	07-Aug-2010 00:00:00	09-Aug-2011 23:59:59	361	7	2	3
ZP	IRIN	-7.762	35.6864	25-Jan-2009 00:00:00	18-Jul-2010 23:59:59	358	182	2	3
ZP	KISH	-12.0219	29.6123	06-Aug-2010 00:00:00	08-Aug-2011 23:59:59	358	10	2	3
ZP	ISOK	-10.1708	32.6457	06-Aug-2010 00:00:00	04-Aug-2011 23:59:59	357	7	2	3
ZP	MUFZ	-13.1442	25.0213	17-Aug-2010 00:00:00	09-Aug-2011 23:59:59	353	5	2	3
ZP	GABZ	-12.171	26.367	19-Aug-2010 00:00:00	08-Aug-2011 23:59:59	351	4	2	3
ZP	SERJ	-13.2275	30.215	08-Aug-2010 00:00:00	08-Aug-2011 23:59:59	348	18	2	3
ZP	KATE	-0.138	29.871	04-Sep-2007 00:00:00	24-Oct-2008 23:59:59	344	73	2	3
ZP	LWNG	-10.2498	29.921	12-Aug-2010 00:00:00	09-Jul-2011 23:59:59	329	3	2	3
ZP	BIHA	-2.638	31.316	12-Aug-2007 00:00:00	01-Jul-2008 23:59:59	320	5	2	3
ZP	SAKA	-0.315	31.737	06-Sep-2007 00:00:00	23-Sep-2008 23:59:59	306	78	2	3
ZP	MPIK	-11.821	31.4517	07-Aug-2010 00:00:00	02-Aug-2011 23:59:59	297	64	2	3
ZP	GEIT	-2.881	32.217	11-Aug-2007 00:00:00	06-Dec-2008 23:59:59	287	197	2	3
ZP	KMPZ	-13.4568	25.8337	16-Aug-2010 00:00:00	10-Aug-2011 23:59:59	283	77	2	3
ZP	KISZ	-12.1116	25.4952	20-Aug-2010 00:00:00	09-Aug-2011 23:59:59	270	85	2	3
ZP	CHIM	-8.8263	34.0284	27-Dec-2008 00:00:00	19-Jul-2010 23:59:59	265	305	2	3
ZP	KBLE	-1.254	29.992	08-Sep-2007 00:00:00	01-Aug-2008 23:59:59	244	85	2	3
ZP	KASM	-10.2174	31.1401	13-Aug-2010 00:00:00	31-Jul-2011 23:59:59	233	120	2	3
ZP	SHWG	-11.1925	31.7397	06-Aug-2010 00:00:00	05-Aug-2011 23:59:59	221	144	2	3
ZP	KYLA	-9.5986	33.8673	22-Dec-2008 00:00:00	15-Dec-2009 23:59:59	167	192	2	3
ZP	KAMZ	-14.7948	24.8044	15-Aug-2010 00:00:00	25-Jan-2011 23:59:59	162	2	2	3
ZP	MWEN	-10.0582	28.7017	08-Aug-2010 00:00:00	27-Dec-2010 23:59:59	139	3	2	3
ZP	CHAM	-10.9505	31.0691	14-Aug-2010 00:00:00	20-Apr-2011 23:59:59	129	121	2	3
ZP	HAMA	-3.832	32.642	30-Aug-2007 00:00:00	01-Aug-2008 23:59:59	122	216	2	3
ZP	MKUS	-13.6035	29.3791	09-Aug-2010 00:00:00	22-Apr-2011 23:59:59	114	143	2	3
YR	DSS	11.118	39.6351	20-Jun-1999 00:00:00	18-Nov-2002 23:59:59	788	460	2	2
YR	ALE	9.42136	42.0347	26-Mar-2000 00:00:00	05-Nov-2002 23:59:59	779	176	2	2
YR	GDR	12.559	37.454	20-Mar-2000 00:00:00	21-Jan-2002 23:59:59	406	267	2	3
YQ	MAKE	-9.2647	34.0968	10-Aug-2013 00:00:00	15-Oct-2015 23:59:59	788	9	2	2
YQ	UKWA	-9.4539	34.2158	09-Aug-2013 00:00:00	15-Oct-2015 23:59:59	788	10	2	2
YQ	CHML	-8.8261	34.0283	08-Aug-2013 00:00:00	10-Oct-2015 23:59:59	785	9	2	2
YQ	ILIN	-9.0818	33.3327	09-Aug-2013 00:00:00	12-Oct-2015 23:59:59	781	14	2	2
YQ	NKAL	-9.1881	33.7736	10-Aug-2013 00:00:00	13-Oct-2015 23:59:59	781	14	2	2
YQ	MATA	-8.9593	33.9689	15-Aug-2013 00:00:00	12-Oct-2015 23:59:59	780	9	2	2
YQ	MZUN	-9.1502	33.5213	15-Aug-2013 00:00:00	12-Oct-2015 23:59:59	770	19	2	2
YQ	KIPE	-9.2936	34.4364	09-Aug-2013 00:00:00	15-Oct-2015 23:59:59	762	36	2	2
YQ	CRTR	-9.3318	33.7513	12-Aug-2013 00:00:00	13-Oct-2015 23:59:59	741	52	2	2
YQ	MBHS	-9.4309	33.9846	12-Aug-2013 00:00:00	13-Oct-2015 23:59:59	693	100	2	3
YQ	JILO	-8.7261	33.5663	12-Aug-2013 00:00:00	11-Oct-2015 23:59:59	660	131	2	3
YQ	ILOM	-9.2829	33.3421	09-Aug-2013 00:00:00	20-Jun-2015 23:59:59	635	46	2	3
YQ	MBEY	-8.9996	33.2504	16-Aug-2013 00:00:00	19-Oct-2015 23:59:59	617	178	2	3
YQ	IGOM	-9	33.6573	14-Aug-2013 00:00:00	12-Oct-2015 23:59:59	587	203	2	3
YQ	ISOK	-9.509	33.4944	14-Aug-2013 00:00:00	13-Oct-2015 23:59:59	539	252	2	3
YQ	GAWA	-8.7648	34.3864	02-Jul-2014 00:00:00	10-Oct-2015 23:59:59	462	4	2	3
YQ	ITUM	-9.4005	33.188	03-Jul-2014 00:00:00	11-Oct-2015 23:59:59	460	6	2	3
YQ	TOLA	-9.5921	34.5841	30-Jun-2014 00:00:00	06-Oct-2015 23:59:59	459	5	2	3
YQ	MAND	-10.4782	34.6005	06-Jul-2014 00:00:00	08-Oct-2015 23:59:59	457	3	2	3
YQ	KIDE	-9.2745	35.0214	01-Jul-2014 00:00:00	07-Oct-2015 23:59:59	456	8	2	3
YQ	BAKO	-8.8437	34.8016	02-Jul-2014 00:00:00	07-Oct-2015 23:59:59	455	8	2	3
YQ	LIGA	-10.6835	35.2545	16-Jul-2014 00:00:00	17-Oct-2015 23:59:59	455	4	2	3
YQ	NGEA	-10.6754	35.6744	13-Jul-2014 00:00:00	16-Oct-2015 23:59:59	455	6	2	3
YQ	NIND	-10.1421	34.5792	07-Jul-2014 00:00:00	08-Oct-2015 23:59:59	455	4	2	3
YQ	UNDA	-9.8536	34.4738	09-Jul-2014 00:00:00	08-Oct-2015 23:59:59	453	4	2	3
YQ	ZINI	-10.4659	35.3383	17-Jul-2014 00:00:00	17-Oct-2015 23:59:59	453	5	2	3
YQ	BANG	-10.1128	35.6506	15-Jul-2014 00:00:00	16-Oct-2015 23:59:59	451	8	2	3
YQ	KURU	-11.1996	35.4577	20-Jul-2014 00:00:00	17-Oct-2015 23:59:59	451	4	2	3
YQ	TIRI	-10.7626	34.8831	22-Jul-2014 00:00:00	18-Oct-2015 23:59:59	450	4	2	3
YQ	WINO	-9.7576	35.3001	14-Jul-2014 00:00:00	07-Oct-2015 23:59:59	448	3	2	3
YQ	LOSI	-8.3872	33.1682	03-Jul-2014 00:00:00	11-Oct-2015 23:59:59	427	39	2	3
YQ	MBAM	-11.2484	34.7919	15-Aug-2014 00:00:00	17-Oct-2015 23:59:59	426	3	2	3
YQ	MKIL	-10.8807	34.6813	17-Aug-2014 00:00:00	17-Oct-2015 23:59:59	423	4	2	3
YQ	MUDI	-9.8621	34.9373	12-Jul-2014 00:00:00	09-Oct-2015 23:59:59	418	37	2	3
YQ	KIFA	-9.5472	35.1026	01-Jul-2014 00:00:00	06-Oct-2015 23:59:59	397	66	2	3
YQ	UWEM	-9.4696	34.7859	01-Jul-2014 00:00:00	06-Oct-2015 23:59:59	396	67	2	3
YQ	KIMO	-10.6922	36.0463	15-Jul-2014 00:00:00	10-Aug-2015 23:59:59	379	13	2	3
YQ	BUMI	-10.1277	34.9365	11-Jul-2014 00:00:00	27-Jul-2015 23:59:59	377	5	2	3
YQ	MFRI	-9.2944	35.3129	01-Jul-2014 00:00:00	07-Oct-2015 23:59:59	308	156	2	3
YQ	CHUN	-8.5434	33.4337	03-Jul-2014 00:00:00	25-Jan-2015 23:59:59	170	37	2	3
XK	B05MO	-20.2184	24.132	26-May-2012 00:00:00	15-Jun-2014 23:59:59	749	2	2	2
XK	B10PP	-18.9132	22.5427	02-Jun-2012 00:00:00	10-Jun-2014 23:59:59	737	2	2	2
XK	B07DX	-20.549	22.7494	28-May-2012 00:00:00	06-Jun-2014 23:59:59	736	4	2	2
XK	B13NX	-18.5794	21.9944	03-Jun-2012 00:00:00	09-Jun-2014 23:59:59	733	4	2	2
XK	B06OR	-19.9011	23.5269	27-May-2012 00:00:00	13-Jun-2014 23:59:59	732	16	2	2
XK	B04KH	-20.4742	24.5139	08-Jun-2012 00:00:00	15-Jun-2014 23:59:59	731	7	2	2
XK	B02LT	-21.3928	25.5811	10-Jun-2012 00:00:00	05-Jun-2014 23:59:59	725	1	2	3
XK	B1665	-22.8246	27.2286	11-Jun-2012 00:00:00	04-Jun-2014 23:59:59	720	4	2	3
XK	B15MW	-19.6305	23.8268	06-Jun-2012 00:00:00	07-Jun-2014 23:59:59	716	16	2	3
XK	B03SL	-21.1207	24.7635	09-Jun-2012 00:00:00	05-Jun-2014 23:59:59	705	22	2	3
XK	W04VR	-13.7212	34.1205	30-Jun-2012 00:00:00	15-May-2014 23:59:59	683	2	2	3
XK	W08KB	-11.61	34.2964	03-Jul-2012 00:00:00	17-May-2014 23:59:59	683	1	2	3
XK	W12MB	-14.0852	34.9112	07-Jul-2012 00:00:00	20-May-2014 23:59:59	683	0	2	3
XK	B14MH	-18.295	21.7918	01-Jun-2012 00:00:00	08-Jun-2014 23:59:59	682	56	2	3
XK	W01PD	-13.7073	33.0061	29-Jun-2012 00:00:00	14-May-2014 23:59:59	681	4	2	3
XK	W09TK	-12.1085	34.0464	04-Jul-2012 00:00:00	17-May-2014 23:59:59	681	2	2	3
XK	W13CC	-14.548	35.1806	07-Jul-2012 00:00:00	20-May-2014 23:59:59	681	2	2	3
XK	W02NB	-13.724	33.5599	30-Jun-2012 00:00:00	14-May-2014 23:59:59	680	4	2	3
XK	W03BL	-13.6788	33.8245	28-Jun-2012 00:00:00	15-May-2014 23:59:59	680	7	2	3
XK	W07CR	-10.6838	34.1931	03-Jul-2012 00:00:00	16-May-2014 23:59:59	680	3	2	3
XK	W14MC	-15.0626	35.2259	09-Jul-2012 00:00:00	20-May-2014 23:59:59	680	1	2	3
XK	Z03CK	-12.939	30.4424	19-Jul-2012 00:00:00	31-May-2014 23:59:59	680	2	2	3
XK	Z11CP	-13.5636	32.5889	14-Jul-2012 00:00:00	26-May-2014 23:59:59	680	2	2	3
XK	Q02GG	-13.2923	35.0304	01-Aug-2012 00:00:00	11-Jun-2014 23:59:59	679	1	2	3
XK	Q06MQ	-13.3496	36.7453	02-Aug-2012 00:00:00	12-Jun-2014 23:59:59	679	1	2	3
XK	Z01TG	-12.296	29.9948	23-Jul-2012 00:00:00	01-Jun-2014 23:59:59	679	0	2	3
XK	Z08MF	-13.2546	31.9314	16-Jul-2012 00:00:00	27-May-2014 23:59:59	679	2	2	3
XK	Z05CS	-13.1667	30.8784	20-Jul-2012 00:00:00	31-May-2014 23:59:59	678	3	2	3
XK	Z09CG	-13.3058	32.221	16-Jul-2012 00:00:00	27-May-2014 23:59:59	678	3	2	3
XK	Z02PP	-12.6965	30.1358	22-Jul-2012 00:00:00	01-Jun-2014 23:59:59	677	3	2	3
XK	Q04NM	-13.3309	35.6584	02-Aug-2012 00:00:00	13-Jun-2014 23:59:59	673	8	2	3
XK	W15SS	-15.6818	34.9747	10-Jul-2012 00:00:00	18-May-2014 23:59:59	672	6	2	3
