netCodes	staCodes	stlas	stlos	startDate	endDate	numDays	gapDays	netFlag	staFlag
XK	Z07FW	-13.1206	31.7754	15-Jul-2012 00:00:00	27-May-2014 23:59:59	672	10	2	3
XK	W05SL	-13.7627	34.3834	15-Jul-2012 00:00:00	15-May-2014 23:59:59	670	0	2	3
XK	Q07MR	-13.1967	37.4986	04-Aug-2012 00:00:00	12-Jun-2014 23:59:59	668	10	2	3
XK	Z04NN	-13.075	30.6276	20-Jul-2012 00:00:00	31-May-2014 23:59:59	668	13	2	3
XK	Q03LC	-13.3088	35.2425	31-Jul-2012 00:00:00	13-Jun-2014 23:59:59	665	18	2	3
XK	Q01MP	-13.4078	34.87	01-Aug-2012 00:00:00	11-Jun-2014 23:59:59	664	16	2	3
XK	B12SS	-18.7462	22.1965	03-Jun-2012 00:00:00	09-Jun-2014 23:59:59	638	99	2	3
XK	B09NK	-19.6626	22.1937	31-May-2012 00:00:00	12-Jun-2014 23:59:59	606	137	2	3
XK	W06SB	-13.7421	34.5959	01-Jul-2012 00:00:00	27-Feb-2014 23:59:59	605	2	2	3
XK	B11ET	-19.0159	22.3165	31-May-2012 00:00:00	09-Jun-2014 23:59:59	596	144	2	3
XK	B17CI	-19.2938	22.9094	30-May-2012 00:00:00	16-Jun-2014 23:59:59	584	164	2	3
XK	B01KR	-22.2377	26.7184	10-Jun-2012 00:00:00	04-Jun-2014 23:59:59	579	146	2	3
XK	B08TS	-20.1645	22.4588	05-Jun-2012 00:00:00	12-Jun-2014 23:59:59	554	184	2	3
XK	W10LW	-12.6208	34.1652	04-Jul-2012 00:00:00	17-May-2014 23:59:59	543	140	2	3
XK	Z10KW	-13.4991	32.3828	14-Jul-2012 00:00:00	26-May-2014 23:59:59	527	155	2	3
XK	W11KP	-13.2166	34.3113	06-Jul-2012 00:00:00	21-May-2014 23:59:59	359	326	2	3
XK	Q05ML	-13.4671	36.1397	08-Jul-2013 00:00:00	12-Jun-2014 23:59:59	339	1	2	3
XK	Z06GL	-13.3502	31.5149	30-Jun-2013 00:00:00	28-May-2014 23:59:59	331	2	2	3
XK	Z06LW	-13.3218	31.0287	21-Jul-2012 00:00:00	24-Jun-2013 23:59:59	262	77	2	3
XK	Q05MJ	-13.3953	36.1257	05-Aug-2012 00:00:00	14-Jan-2013 23:59:59	145	18	2	3
XK	W05SA	-13.763	34.3842	02-Jul-2012 00:00:00	13-Jul-2012 23:59:59	12	0	2	3
XA	SA13	-29.97884	23.139586	01-May-1997 00:00:00	05-Jul-1999 23:59:59	732	64	2	2
XA	SA12	-29.848603	22.253285	07-May-1997 00:00:00	12-Apr-1999 23:59:59	692	14	2	3
XA	SA82	-30.977112	22.246614	22-Apr-1997 00:00:00	09-Apr-1999 23:59:59	692	26	2	3
XA	SA38	-25.93336	25.084628	23-Apr-1997 00:00:00	29-Mar-1999 23:59:59	687	19	2	3
XA	SA45	-24.879187	26.164376	24-Apr-1997 00:00:00	30-Mar-1999 23:59:59	685	21	2	3
XA	SA46	-24.83817	27.1092	24-Apr-1997 00:00:00	30-Mar-1999 23:59:59	677	29	2	3
XA	SA24	-27.883287	24.236487	16-Apr-1997 00:00:00	01-Jul-1999 23:59:59	675	132	2	3
XA	SA57	-22.981102	30.020153	26-Apr-1997 00:00:00	22-Mar-1999 23:59:59	674	22	2	3
XA	SA17	-28.932072	23.225711	14-Apr-1997 00:00:00	08-Apr-1999 23:59:59	654	71	2	3
XA	SA08	-31.910296	22.072947	15-May-1997 00:00:00	04-Apr-1999 23:59:59	641	49	2	3
XA	SA40	-25.8981	27.149	22-Apr-1997 00:00:00	09-Feb-1999 23:59:59	630	29	2	3
XA	SA31	-26.99517	25.02091	26-Apr-1997 00:00:00	14-Apr-1999 23:59:59	618	101	2	3
XA	SA56	-23.005909	29.074292	27-Apr-1997 00:00:00	22-Mar-1999 23:59:59	617	78	2	3
XA	SA32	-26.865464	26.284484	25-Apr-1997 00:00:00	13-Apr-1999 23:59:59	600	119	2	3
XA	SA25	-27.84587	25.125923	15-Apr-1997 00:00:00	04-Jul-1999 23:59:59	595	216	2	3
XA	SA23	-27.930432	23.40461	16-Apr-1997 00:00:00	08-Apr-1999 23:59:59	594	129	2	3
XA	SA07	-31.977606	20.226201	08-May-1997 00:00:00	04-Apr-1999 23:59:59	585	112	2	3
XA	SA72	-20.142962	28.611309	27-Apr-1997 00:00:00	19-Feb-1999 23:59:59	512	152	2	3
XA	SA18	-28.632814	24.305628	15-Apr-1997 00:00:00	01-Jul-1999 23:59:59	494	314	2	3
XA	SA81	-30.925116	21.268124	08-May-1997 00:00:00	02-Oct-1998 23:59:59	489	24	2	3
XA	SA47	-24.84687	28.161824	21-Apr-1997 00:00:00	12-Mar-1999 23:59:59	448	243	2	3
XA	SA01	-34.294456	19.245956	13-May-1997 00:00:00	31-Mar-1999 23:59:59	444	244	2	3
XA	SA50	-23.872155	27.166184	26-Apr-1997 00:00:00	03-Feb-1999 23:59:59	443	206	2	3
XA	SA14	-29.8682	24.0226	28-Apr-1998 00:00:00	04-Jul-1999 23:59:59	426	7	2	3
XA	SA20	-29.0221	26.1953	06-Apr-1998 00:00:00	04-Jul-1999 23:59:59	426	29	2	3
XA	SA51	-23.862775	28.156664	25-Apr-1997 00:00:00	06-Mar-1999 23:59:59	419	262	2	3
XA	SA76	-20.636092	29.846441	13-Apr-1997 00:00:00	03-Mar-1999 23:59:59	414	276	2	3
XA	SA19	-28.9056	24.8328	21-Apr-1998 00:00:00	02-Jul-1999 23:59:59	389	49	2	3
XA	SA55	-22.979977	28.298102	27-Apr-1997 00:00:00	28-May-1998 23:59:59	385	12	2	3
XA	SA15	-29.9038	25.0323	21-May-1998 00:00:00	03-Jul-1999 23:59:59	377	32	2	3
XA	SA27	-27.8625	27.2943	05-Apr-1998 00:00:00	04-Jul-1999 23:59:59	372	84	2	3
XA	SA30	-27.071478	24.16505	23-Apr-1997 00:00:00	07-Mar-1999 23:59:59	371	313	2	3
XA	SA169	-22.262315	29.213375	15-Nov-1997 00:00:00	23-Mar-1999 23:59:59	364	130	2	3
XA	SA11	-29.965032	20.946637	22-Apr-1997 00:00:00	14-May-1998 23:59:59	363	25	2	3
XA	SA37	-25.970525	23.721191	21-Apr-1997 00:00:00	14-May-1998 23:59:59	363	26	2	3
XA	SA77	-20.755746	30.919113	14-Apr-1997 00:00:00	20-Apr-1998 23:59:59	362	10	2	3
XA	SA34	-26.8	28.1	05-Apr-1998 00:00:00	08-Apr-1999 23:59:59	360	9	2	3
XA	SA79	-20.021103	30.517333	13-Apr-1997 00:00:00	20-Apr-1998 23:59:59	360	13	2	3
XA	SA139	-25.8519	26.2662	20-Feb-1998 00:00:00	29-Mar-1999 23:59:59	358	45	2	3
XA	SA16	-28.950316	22.195118	23-Apr-1997 00:00:00	23-Apr-1998 23:59:59	356	10	2	3
XA	SA04	-32.8505	19.6206	12-Apr-1998 00:00:00	02-Apr-1999 23:59:59	348	8	2	3
XA	SA22	-27.966232	22.009117	22-Apr-1997 00:00:00	24-Apr-1998 23:59:59	339	29	2	3
XA	SA29	-26.931737	23.03492	24-Apr-1997 00:00:00	15-May-1998 23:59:59	338	49	2	3
XA	SA48	-24.8948	29.2163	02-May-1998 00:00:00	06-Apr-1999 23:59:59	331	9	2	3
XA	SA60	-23.85193	24.959381	26-Apr-1997 00:00:00	29-Mar-1998 23:59:59	330	8	2	3
XA	SA80	-19.959257	31.317909	11-Apr-1997 00:00:00	13-Mar-1998 23:59:59	330	7	2	3
XA	SA59	-24.837265	24.464044	25-Apr-1997 00:00:00	28-Mar-1998 23:59:59	327	11	2	3
XA	SA74	-21.923031	30.935691	15-Apr-1997 00:00:00	03-Apr-1998 23:59:59	327	27	2	3
XA	SA33	-26.8986	27.1793	04-Apr-1998 00:00:00	25-Mar-1999 23:59:59	326	30	2	3
XA	SA70	-21.088251	26.335168	03-May-1997 00:00:00	29-Mar-1998 23:59:59	325	6	2	3
XA	SA75	-20.860109	28.999072	13-Apr-1997 00:00:00	21-Apr-1998 23:59:59	322	52	2	3
XA	SA63	-23.658299	26.081958	27-Apr-1997 00:00:00	30-Mar-1998 23:59:59	320	18	2	3
XA	SA05	-32.605	21.5346	10-Apr-1998 00:00:00	01-Mar-1999 23:59:59	319	7	2	3
XA	SA26	-27.5456	26.1803	19-May-1998 00:00:00	04-Jul-1999 23:59:59	315	97	2	3
XA	SA62	-24.850534	25.134964	24-Apr-1997 00:00:00	27-Mar-1998 23:59:59	315	23	2	3
XA	SA73	-21.853669	30.27761	16-Apr-1997 00:00:00	06-Mar-1998 23:59:59	314	11	2	3
XA	SA65	-22.818254	27.221759	02-May-1997 00:00:00	30-Mar-1998 23:59:59	313	20	2	3
XA	SA66	-21.900455	26.372742	03-May-1997 00:00:00	29-Mar-1998 23:59:59	311	20	2	3
XA	SA09	-30.9221	22.9861	24-Apr-1998 00:00:00	02-Mar-1999 23:59:59	306	7	2	3
XA	SA64	-22.969449	26.201713	27-Apr-1997 00:00:00	28-Mar-1998 23:59:59	303	33	2	3
XA	SA67	-21.885896	27.273599	01-May-1997 00:00:00	28-Mar-1998 23:59:59	298	34	2	3
XA	SA68	-21.950409	28.187833	01-May-1997 00:00:00	28-Mar-1998 23:59:59	289	43	2	3
XA	SA155	-22.8786	28.3402	31-May-1998 00:00:00	23-Mar-1999 23:59:59	288	9	2	3
XA	SA28	-27.8982	28.0656	20-May-1998 00:00:00	10-Apr-1999 23:59:59	284	42	2	3
XA	SA44	-26.03212	30.9022	29-May-1998 00:00:00	14-Apr-1999 23:59:59	281	40	2	3
XA	SA61	-23.948131	24.022049	08-Jul-1997 00:00:00	28-Mar-1998 23:59:59	259	5	2	3
XA	SA10	-30.9724	23.9136	19-Jul-1998 00:00:00	13-Apr-1999 23:59:59	249	20	2	3
XA	SA03	-33.6619	21.3354	10-May-1998 00:00:00	15-Feb-1999 23:59:59	245	37	2	3
XA	SA35	-27.0183	29.0883	09-Apr-1998 00:00:00	09-Apr-1999 23:59:59	243	123	2	3
XA	SA53	-24.1134	29.3328	29-May-1998 00:00:00	11-Apr-1999 23:59:59	238	80	2	3
XA	SA42	-25.665	29.2223	28-May-1998 00:00:00	05-Apr-1999 23:59:59	231	82	2	3
XA	SA49	-24.95973	30.30914	30-Jul-1998 00:00:00	06-Apr-1999 23:59:59	226	25	2	3
XA	SA39	-25.895184	26.151431	23-Apr-1997 00:00:00	09-Dec-1997 23:59:59	225	6	2	3
XA	SA71	-20.925778	27.140787	29-Apr-1997 00:00:00	21-Mar-1998 23:59:59	223	104	2	3
XA	SA02	-33.7351	20.2663	04-Jul-1998 00:00:00	29-Mar-1999 23:59:59	217	52	2	3
XA	SA58	-23.51795	31.39728	16-Oct-1998 00:00:00	05-Apr-1999 23:59:59	155	17	2	3
XA	SA36	-26.8771	30.1249	09-Apr-1998 00:00:00	08-Apr-1999 23:59:59	149	216	2	3
XA	SA54	-23.7288	30.668	16-Oct-1998 00:00:00	11-Apr-1999 23:59:59	137	41	2	3
XA	SA43	-25.7868	30.0669	27-Nov-1998 00:00:00	05-Apr-1999 23:59:59	125	5	2	3
XA	SA52	-23.798342	28.897467	25-Apr-1997 00:00:00	05-Jun-1997 23:59:59	41	1	2	3
XA	SA69	-22.304753	29.266073	11-Oct-1997 00:00:00	11-Nov-1997 23:59:59	32	0	2	3
XA	SA78	-19.467072	30.772272	08-Jul-1997 00:00:00	30-Mar-1999 23:59:59	20	611	2	3
ZF	ADYE	13.635	38.981098	10-Oct-2007 00:00:00	08-Oct-2009 23:59:59	727	3	3	3
ZF	AKEE	10.8883	39.167999	06-Oct-2007 00:00:00	05-Oct-2009 23:59:59	724	7	3	3
ZF	SEKE	12.6217	39.033401	12-Oct-2007 00:00:00	07-Oct-2009 23:59:59	722	5	3	3
ZF	GASE	11.6813	38.921101	13-Oct-2007 00:00:00	06-Oct-2009 23:59:59	719	6	3	3
ZF	KOBE	12.1506	39.629799	07-Oct-2007 00:00:00	06-Oct-2009 23:59:59	719	12	3	3
ZF	BTIE	11.1949	40.021801	06-Oct-2007 00:00:00	11-Oct-2009 23:59:59	718	19	3	3
ZF	MAYE	12.7832	39.534302	08-Oct-2007 00:00:00	06-Oct-2009 23:59:59	718	12	3	3
ZF	SMRE	13.1977	39.211102	11-Oct-2007 00:00:00	08-Oct-2009 23:59:59	713	16	3	3
ZF	DICE	11.9136	41.5737	19-Oct-2007 00:00:00	07-Oct-2009 23:59:59	708	12	3	3
ZF	GEWE	10.0045	40.573898	23-Oct-2007 00:00:00	06-Oct-2009 23:59:59	708	7	3	3
ZF	ADTE	11.1221	40.757	22-Oct-2007 00:00:00	16-Oct-2009 23:59:59	705	21	3	3
ZF	MISE	9.23691	40.759102	25-Oct-2007 00:00:00	03-Oct-2009 23:59:59	702	8	3	3
ZF	HYNE	9.31476	42.096199	27-Oct-2007 00:00:00	04-Oct-2009 23:59:59	696	13	3	3
ZF	QATE	9.3753	41.469101	27-Oct-2007 00:00:00	04-Oct-2009 23:59:59	678	31	3	3
ZF	LALE	12.0258	39.037498	13-Oct-2007 00:00:00	06-Oct-2009 23:59:59	673	52	3	3
ZF	LYDE	12.05456	41.925701	01-Jan-2008 00:00:00	07-Oct-2009 23:59:59	587	59	3	3
ZF	SRDE	11.9579	41.310001	23-Oct-2007 00:00:00	08-Jun-2009 23:59:59	552	43	3	3
ZF	DERE	11.11788	39.6353	20-Jan-2008 00:00:00	04-Oct-2009 23:59:59	536	88	3	3
ZF	ABAE	13.3535	39.76355	03-Jan-2008 00:00:00	09-Oct-2009 23:59:59	532	114	3	3
ZF	AWSE	8.98973	40.169998	18-May-2008 00:00:00	03-Oct-2009 23:59:59	499	5	3	3
ZF	ELLE	11.2579	40.378399	21-Oct-2007 00:00:00	01-Mar-2009 23:59:59	492	6	3	3
ZF	KORE	10.4265	39.934399	16-Oct-2007 00:00:00	18-Feb-2009 23:59:59	474	18	3	3
ZF	ASYE	11.5607	41.4422	09-Mar-2008 00:00:00	08-Oct-2009 23:59:59	435	144	3	3
ZF	WUCE	11.5116	39.6064	05-Oct-2007 00:00:00	08-Dec-2008 23:59:59	420	11	3	3
ZF	YAYE	11.86083	37.996521	09-Mar-2009 00:00:00	05-Oct-2009 23:59:59	206	5	3	3
ZF	BOBE	10.37981	42.572418	23-Feb-2009 00:00:00	13-Sep-2009 23:59:59	201	2	3	3
ZF	WLDE	11.8243	39.587399	07-Oct-2007 00:00:00	10-Mar-2008 23:59:59	152	4	3	3
ZF	ERTE	13.4463	40.496899	14-May-2008 00:00:00	25-Feb-2009 23:59:59	151	137	3	3
ZF	HALE	13.8422	40.007702	14-Mar-2008 00:00:00	27-Feb-2009 23:59:59	38	313	3	3
ZF	SMEE	11.79258	41.004341	15-Oct-2009 00:00:00	20-Oct-2009 23:59:59	5	1	3	3
ZF	AFRE	13.20396	40.858479	19-Oct-2009 00:00:00	20-Oct-2009 23:59:59	2	0	3	3
ZF	SISE	11.60728	40.88398	31-Dec--0001 00:00:00	31-Dec--0001 00:00:00	0	0	3	3
XJ	MW36	-3.0158	35.9981	18-Jan-2013 00:00:00	06-Dec-2014 23:59:59	678	10	3	3
XJ	NG56	-3.096	35.4086	19-Jan-2013 00:00:00	05-Dec-2014 23:59:59	677	9	3	3
XJ	PR63	-2.9933	35.5067	20-Jan-2013 00:00:00	06-Dec-2014 23:59:59	676	10	3	3
XJ	LN34	-2.751	36.0485	23-Jan-2013 00:00:00	06-Dec-2014 23:59:59	675	8	3	3
XJ	LL23	-2.2969	35.69	20-Jan-2013 00:00:00	05-Dec-2014 23:59:59	674	11	3	3
XJ	LN26	-2.6104	35.8785	21-Jan-2013 00:00:00	05-Dec-2014 23:59:59	674	10	3	3
XJ	LN15	-2.6279	36.1846	21-Jan-2013 00:00:00	02-Dec-2014 23:59:59	672	9	3	3
XJ	NG54	-2.7316	35.3595	23-Jan-2013 00:00:00	05-Dec-2014 23:59:59	672	10	3	3
XJ	PR31	-2.919	36.0476	24-Jan-2013 00:00:00	06-Dec-2014 23:59:59	672	10	3	3
XJ	PR62	-2.9834	35.3736	22-Jan-2013 00:00:00	05-Dec-2014 23:59:59	672	11	3	3
XJ	PR61	-2.9586	35.2478	21-Jan-2013 00:00:00	06-Dec-2014 23:59:59	671	14	3	3
XJ	LN16	-2.6207	36.4648	21-Jan-2013 00:00:00	03-Dec-2014 23:59:59	670	12	3	3
XJ	LN25	-2.5006	35.8864	21-Jan-2013 00:00:00	04-Dec-2014 23:59:59	670	13	3	3
XJ	LL65	-2.418	35.434	24-Jan-2013 00:00:00	05-Dec-2014 23:59:59	669	12	3	3
XJ	LN35	-2.6304	36.0059	22-Jan-2013 00:00:00	06-Dec-2014 23:59:59	669	15	3	3
XJ	LL24	-2.2662	35.8072	19-Jan-2013 00:00:00	04-Dec-2014 23:59:59	667	18	3	3
XJ	PR52	-2.9593	35.7024	22-Jan-2013 00:00:00	04-Dec-2014 23:59:59	665	17	3	3
XJ	PR11	-2.8231	36.2991	22-Jan-2013 00:00:00	01-Dec-2014 23:59:59	663	16	3	3
XJ	MW44	-3.3437	35.6638	19-Jan-2013 00:00:00	06-Dec-2014 23:59:59	658	29	3	3
XJ	LN14	-2.4394	36.4154	20-Jan-2013 00:00:00	03-Dec-2014 23:59:59	648	35	3	3
XJ	PR53	-2.8538	35.8354	22-Jan-2013 00:00:00	04-Dec-2014 23:59:59	648	34	3	3
XJ	PR33	-2.8391	36.1395	24-Jan-2013 00:00:00	06-Dec-2014 23:59:59	633	49	3	3
XJ	MW41	-3.2305	36.4448	23-Jan-2013 00:00:00	03-Dec-2014 23:59:59	625	55	3	3
XJ	LN46	-3.007	36.6767	20-Jan-2013 00:00:00	03-Dec-2014 23:59:59	607	76	3	3
XJ	NG55	-3.1418	35.687	18-Jan-2013 00:00:00	04-Dec-2014 23:59:59	602	84	3	3
XJ	LL66	-2.6123	35.4842	23-Jan-2013 00:00:00	05-Dec-2014 23:59:59	595	87	3	3
XJ	LN45	-2.9927	36.2921	23-Jan-2013 00:00:00	03-Dec-2014 23:59:59	583	97	3	3
XJ	LL22	-2.5195	35.5989	04-Jul-2013 00:00:00	05-Dec-2014 23:59:59	513	7	3	3
XJ	KEN1	-1.9412	36.6927	11-Jul-2013 00:00:00	01-Dec-2014 23:59:59	500	9	3	3
XJ	KEN4	-1.784	36.0536	13-Jul-2013 00:00:00	02-Dec-2014 23:59:59	487	21	3	3
XJ	LL21	-2.0627	35.551	20-Jan-2013 00:00:00	05-Dec-2014 23:59:59	485	200	3	3
XJ	KEN3	-2.0932	36.1186	12-Jul-2013 00:00:00	28-Oct-2014 23:59:59	464	10	3	3
XJ	KEN2	-1.9184	36.2873	11-Jul-2013 00:00:00	01-Dec-2014 23:59:59	456	53	3	3
XJ	PR32	-2.8754	36.1813	24-Jan-2013 00:00:00	02-Dec-2014 23:59:59	422	256	3	3
XJ	MW43	-3.2046	35.9459	19-Jan-2013 00:00:00	04-Aug-2014 23:59:59	373	190	3	3
XJ	MW42	-3.04	36.1011	03-Jul-2013 00:00:00	13-Jun-2014 23:59:59	335	11	3	3
XJ	PR64	-2.8014	35.5331	20-Jan-2013 00:00:00	12-Dec-2013 23:59:59	262	65	3	3
XJ	PR12	-2.8253	36.3833	22-Jan-2013 00:00:00	02-Sep-2013 23:59:59	219	5	3	3
XJ	PR13	-2.8426	36.4792	23-Jan-2013 00:00:00	09-Apr-2013 23:59:59	75	2	3	3
XV	MAPH	-22.25	35.08	30-Aug-2011 00:00:00	28-Aug-2013 23:59:59	606	124	3	3
XV	SENA	-17.445	35.032	15-Nov-2011 00:00:00	04-Sep-2013 23:59:59	533	127	3	3
XV	NAPU	-15.08	39.25	24-Aug-2011 00:00:00	17-Jul-2013 23:59:59	502	192	3	3
XV	MSGR	-23.83	32.18	12-Aug-2011 00:00:00	01-Aug-2013 23:59:59	458	263	3	3
XV	MOCU	-16.86	36.83	23-Aug-2011 00:00:00	06-Dec-2012 23:59:59	304	168	3	3
XV	TETE	-16.13	33.57	28-Aug-2011 00:00:00	16-Apr-2012 23:59:59	224	9	3	3
Y6	KADO	7.29486	38.65477	15-Feb-2016 00:00:00	28-Sep-2017 23:59:59	590	2	3	3
Y6	CHEF	7.14898	38.43211	14-Feb-2016 00:00:00	26-Sep-2017 23:59:59	589	2	3	3
Y6	CORB	7.22324	38.38504	14-Feb-2016 00:00:00	26-Sep-2017 23:59:59	589	2	3	3
Y6	SPEC	7.15237	38.500992	14-Feb-2016 00:00:00	26-Sep-2017 23:59:59	589	2	3	3
Y6	TULL	8.18142	39.058128	20-Feb-2016 00:00:00	02-Oct-2017 23:59:59	589	2	3	3
Y6	BETI	7.19412	38.41172	14-Feb-2016 00:00:00	26-Sep-2017 23:59:59	588	3	3	3
Y6	HABU	7.73701	38.726318	18-Feb-2016 00:00:00	29-Sep-2017 23:59:59	588	2	3	3
Y6	ULAR	8.1435	39.077991	19-Feb-2016 00:00:00	02-Oct-2017 23:59:59	587	5	3	3
Y6	GULA	7.84467	38.72617	18-Feb-2016 00:00:00	29-Sep-2017 23:59:59	585	5	3	3
Y6	BESH	7.89624	38.928089	19-Feb-2016 00:00:00	29-Sep-2017 23:59:59	584	5	3	3
Y6	WOND	7.09803	38.631409	12-Feb-2016 00:00:00	28-Sep-2017 23:59:59	583	12	3	3
Y6	GRIM	7.16118	38.394749	09-Mar-2016 00:00:00	28-Sep-2017 23:59:59	566	3	3	3
Y6	SAGU	7.76035	39.160759	26-Feb-2016 00:00:00	04-Oct-2017 23:59:59	555	32	3	3
Y6	HAWA	7.05183	38.501701	11-Feb-2016 00:00:00	28-Sep-2017 23:59:59	551	45	3	3
Y6	OGOL	8.04029	39.014141	09-Apr-2016 00:00:00	02-Oct-2017 23:59:59	536	6	3	3
Y6	ODAS	8.12327	38.964619	12-Mar-2016 00:00:00	02-Oct-2017 23:59:59	524	46	3	3
Y6	BEKO	7.54153	39.259369	26-Feb-2016 00:00:00	04-Oct-2017 23:59:59	514	73	3	3
Y6	POWR	7.78835	38.793758	19-Feb-2016 00:00:00	14-Jul-2017 23:59:59	508	4	3	3
Y6	ITTE	8.12581	39.226139	25-Feb-2016 00:00:00	12-Jul-2017 23:59:59	496	8	3	3
Y6	ASSE	7.93739	39.128651	26-Feb-2016 00:00:00	03-Oct-2017 23:59:59	488	98	3	3
Y6	BRRR	7.19894	38.476089	16-Feb-2016 00:00:00	27-Sep-2017 23:59:59	483	107	3	3
Y6	GOND	8.04166	39.194618	26-Feb-2016 00:00:00	07-Jul-2017 23:59:59	376	122	3	3
Y6	YIRG	6.74371	38.389919	12-Feb-2016 00:00:00	22-Feb-2017 23:59:59	376	1	3	3
Y6	MILA	7.12967	38.434429	14-Feb-2016 00:00:00	21-Feb-2017 23:59:59	373	1	3	3
Y6	ANOL	8.18231	39.180901	25-Feb-2016 00:00:00	11-Jul-2017 23:59:59	369	134	3	3
Y6	SHAS	7.20504	38.602951	12-Feb-2016 00:00:00	11-Feb-2017 23:59:59	365	1	3	3
Y6	OHIT	7.71629	38.757702	20-Feb-2016 00:00:00	19-Feb-2017 23:59:59	314	52	3	3
Y6	AJEE	7.25954	38.302601	20-Feb-2016 00:00:00	17-Oct-2016 23:59:59	240	1	3	3
Y6	TATA	7.2604	38.443981	14-Feb-2016 00:00:00	04-Oct-2016 23:59:59	233	1	3	3
Y6	ADEP	7.77344	38.883831	21-Feb-2017 00:00:00	02-Oct-2017 23:59:59	224	0	3	3
Y6	CHKA	8.25696	39.220718	20-Feb-2017 00:00:00	04-Oct-2017 23:59:59	223	4	3	3
Y6	SANK	7.19784	38.270828	23-Feb-2017 00:00:00	26-Sep-2017 23:59:59	216	0	3	3
Y6	FINH	6.9666	38.46207	25-Feb-2017 00:00:00	27-Sep-2017 23:59:59	215	0	3	3
Y6	DORE	7.03129	38.3615	24-Feb-2017 00:00:00	28-Aug-2017 23:59:59	186	0	3	3
Y6	HURT	8.12121	39.12833	20-Feb-2017 00:00:00	19-Aug-2017 23:59:59	181	0	3	3
Y6	JIMA	8.30641	38.998329	17-Feb-2017 00:00:00	05-Jul-2017 23:59:59	139	0	3	3
Y6	GALU	7.80116	38.7672	18-Feb-2016 00:00:00	19-Feb-2017 23:59:59	136	232	3	3
Y6	JIRE	8.24042	38.933029	16-Feb-2017 00:00:00	01-Oct-2017 23:59:59	122	106	3	3
Y6	GEBI	8.21852	39.106339	20-Feb-2017 00:00:00	04-Oct-2017 23:59:59	112	115	3	3
Y6	URJI	7.18714	38.378971	25-Feb-2017 00:00:00	12-Jun-2017 23:59:59	108	0	3	3
Y6	TAKO	7.2485	38.474442	23-Feb-2017 00:00:00	17-Mar-2017 23:59:59	23	0	3	3
YF	ABSA	36.276501	7.4734	06-Sep-2000 00:00:00	01-Apr-2002 23:59:59	567	6	3	3
YF	CDLV	29.163099	13.4439	08-Jun-1999 00:00:00	05-Apr-2001 23:59:59	493	175	3	3
YF	MARJ	32.522598	20.8776	24-May-2000 00:00:00	12-Jun-2001 23:59:59	274	111	3	3
YF	GHAR	32.122398	13.0885	21-Mar-2001 00:00:00	31-Dec-2001 23:59:59	218	68	3	3
XI	TEND	11.792539	41.004322	08-Mar-2000 00:00:00	14-Mar-2002 23:59:59	565	172	3	3
XI	DMRK	10.308	37.729	03-Mar-2000 00:00:00	11-Dec-2001 23:59:59	545	104	3	3
XI	JIMA	7.684	36.831	27-Feb-2000 00:00:00	15-Feb-2002 23:59:59	488	232	3	3
XI	GOBA	7.027	39.982	08-Mar-2000 00:00:00	04-Jan-2002 23:59:59	361	307	3	3
XI	ARBA	6.067184	37.556407	04-Mar-2000 00:00:00	20-Feb-2002 23:59:59	356	363	3	3
XI	NEKE	9.08898	36.523471	07-Mar-2001 00:00:00	28-Feb-2002 23:59:59	355	4	3	3
XI	TERC	7.144612	37.174725	04-Mar-2001 00:00:00	24-Feb-2002 23:59:59	330	28	3	3
XI	BELA	6.928625	38.470229	07-Mar-2001 00:00:00	07-Mar-2002 23:59:59	329	37	3	3
XI	FICH	9.782224	38.737162	11-Mar-2001 00:00:00	14-Mar-2002 23:59:59	320	49	3	3
XI	DELE	8.439315	36.325854	06-Mar-2001 00:00:00	27-Feb-2002 23:59:59	318	41	3	3
XI	WASH	8.989513	40.165893	11-Mar-2001 00:00:00	06-Mar-2002 23:59:59	318	43	3	3
XI	SELA	7.9729	39.131691	03-Mar-2001 00:00:00	11-Mar-2002 23:59:59	292	82	3	3
XI	BDAR	9.672092	39.525387	25-May-2001 00:00:00	16-Mar-2002 23:59:59	287	9	3	3
XI	TALE	0.979211	34.976029	08-Oct-2000 00:00:00	09-May-2002 23:59:59	286	293	3	3
XI	WANE	10.169354	40.649086	12-Mar-2001 00:00:00	10-Feb-2002 23:59:59	284	52	3	3
XI	DIYA	11.834259	39.595639	14-Mar-2001 00:00:00	25-Dec-2001 23:59:59	282	5	3	3
XI	HIRN	9.222361	41.10588	11-Mar-2001 00:00:00	18-Dec-2001 23:59:59	279	4	3	3
XI	KARA	10.422352	39.934849	15-Mar-2001 00:00:00	21-Dec-2001 23:59:59	266	16	3	3
XI	BAHI	11.57426	37.393382	14-Mar-2001 00:00:00	16-Mar-2002 23:59:59	264	104	3	3
XI	AAUS	9.035	38.767	12-Mar-2000 00:00:00	07-Dec-2001 23:59:59	253	383	3	3
XI	GUDE	8.966508	37.765213	21-Mar-2001 00:00:00	17-Mar-2002 23:59:59	235	127	3	3
XI	HOSA	7.563968	37.857257	02-Mar-2001 00:00:00	22-Feb-2002 23:59:59	235	123	3	3
XI	KAKA	0.558692	34.796258	11-Jul-2001 00:00:00	12-May-2002 23:59:59	216	90	3	3
XI	NAZA	8.567957	39.290703	18-Mar-2001 00:00:00	24-Feb-2002 23:59:59	213	131	3	3
